Group ID,Query
579,How can I figure out how to become a cardiologist for the poor?
579,How can I figure out how to become a cardiologist for the rural community
579,How can I figure out how to become a cardiologist for women?
579,How can I figure out how to become a cardiologist in rural and remote areas?
579,How can I figure out how to become a cardiologist for the lgbt community
579,How can I figure out how to become a cardiologist for children?
579,How can I figure out how to become a cardiologist for the homeless community?
579,How can I figure out how to become a cardiologist for children
579,How can I figure out how to become a cardiologist for the geriatric community?
579,How can I figure out how to become a cardiologist for the individual community?
579,How can I figure out how to become a cardiologist for the vegan community?
580,How can I figure out how to become a dermatologist for the lgbt community
580,How can I figure out how to become a psychiatrist for the lgbt community
580,How can I figure out how to become a nurse for the lgbt community?
580,How can I figure out how to become a gynecologist for the lgbt community
580,How can I become an oncologist for the lgbt community?
580,How can I figure out how to become a cardiologist for the transgender community
580,How can I become a physician for the LGBT community?
580,How can I figure out how to become a doctor that specializes in LGBT patients?
580,How can I figure out how to become a general practitioner for the lgbt community
581,How can I figure out how to become a doctor for the elderly?
582,How can I figure out how to become a dentist for the lgbt community?
583,What can I do to improve my heart health as a gay individual?
584,"I am gay and want to see a cardiologist who is also gay, how can I find one?"
584,"I am gay, and I want to find a cardiologist who is accepting of LGBTQ people. How can I find a LGBTQ-friendly cardiologist?"
585,I'm a transgender individual and have recently found out that I have severe coronary artery disease and will require major surgery. How can I figure out which surgeons and hospitals will give me the best care and be trans-friendly?
586,I'm a gay guy who recently graduated from medical school and I want to specialize in taking care of LGBT patients. What specialties should I consider?
587,How can I get my normal smell back after COVID? I heard taking vitamins works. Is there anything specific I should take?
587,How can I get my normal smell back?
587,"I've had parosmia for the past couple months after getting sick, how do I get my normal smell back? I've tried essential oils and they're not working"
587,How can I get my normal smell back after anosmia caused by a virus?
588,"I've been suffering from phantom smells for the past few months. I keep smelling a burning odor, but there is no fire. It's really starting to bother me. How can I get rid of this phantom smell?"
588,Are phantom smells normal?
589,How can I get my normal taste back?
589,How can I get my normal taste back after a virus?
590,I had Covid about 3 months ago and can barely smell. I am starting to get whiffs of a nasty smell that's not really there. How can I get my normal smell back?
590,"I got the CoVid vaccine in February and I haven't been able to smell normally ever since. I'm also finding that some things smell the same - like gasoline, onions and coffee - all have the same horrible smell. It's been 8 months, is there anything I can do?"
590,"How can I get my normal smell back after 3 weeks of Covid? I've been sniffing essential oils, smelling burnt orange peels, and sniffing coffee grounds like it says on the internet and it still isn't working."
590,"I had Covid about a month ago and have lost my sense of smell, how can I get my smell back to normal? I've been using essential oils to sniff every day which seems to be helping, and am taking vitamin c and zinc. Is there anything else I should do/take to help get my smell back to normal?"
590,How can I get my normal smell back after recovering from Covid? I've tried smelling strong essential oils like peppermint and eucalyptus. I tried burning an orange peel. But nothing seems to work. I've been smelling burnt toast for weeks.
590,"How can I get my normal smell back after having covid? I tried neti pots and smell training for several weeks with no results, I'm getting really frustrated."
590,"How can I get my smell back after having COVID19? I've tried taking some essential oils but they don't seem to be helping. I saw a tip about burning orange peels and smelling them, will this help?"
591,What condition causes a reduced sense of smell?
591,What condition causes a loss of a sense of taste?
591,What can cause someone to lose their sense of taste and smell for several days?
592,How do I get my sense of smell back?
592,How can I get my normal smell back after I've had nasal surgery to remove a tumor?
593,How can I get my normal appetite back?
593,How do I get my appetite back?
594,How can I get my sense of balance back?
595,"What are the ways to prevent allergies to dust, pollen etc and keep them normal?"
596,How can I get my smell back from a concussion?
596,What do u do for a concussion? My friend says i need essential oils but i cant smell them without feeling bad.
596,"I was punched in the face and now can't smell properly, how do I get it back?"
597,How can I get my normal breath back?
597,How can I get my normal breathing back?
598,How do I get my voice back?
598,How can I get my normal voice back?
599,How can I get my blood sugar down quickly?
600,How can I get my normal sight back?
601,I had my left nostril blocked for three years and after taking decongestant pills and saline nasal sprays and using Vicks inhaler.Now it is blocked for two months.My doctor adviced me for septoplasty to fix my septum.Can septoplasty will fix my sense of smell?I lost 80% of my sense of smell.What should I do?
602,How can I lose my sense of smell?
602,I lost my sense of smell. What might the cause be?
603,How can I stop getting a smell like metal in my nose?
604,How can I get my normal smell back after I've been around essential oils? I feel like I have lost my sense of smell. My nose is very stuffy and I can't smell anything but essential oils.
604,"How can I get my normal smell back? I have no idea why it changed, it's been this way for about 2 months. It's like I'm smelling phantom smells, everything is sickly sweet."
605,"I have had chronic sinus infections for almost a year, and since I have started treating it, I can barely smell or taste anything, how can I get my normal smell and taste back?"
606,"I have been eating nothing but garlic and onion for the last two weeks in order to try to get my smell back from coronavirus. Will this work? If not, what else can I try?"
607,How can I quickly lower my blood pressure?
607,How can I get my normal blood pressure back?
607,How can I get my normal blood flow back?
608,"I smell a constant rotten egg smell, why?"
609,How can I get my normal sense of smell back after being treated with steroids for a few months for a lung condition?
610,"I've lost my smell and taste after getting Covid, what can I do to restore it? A friend told me to drink orange juice everyday as the vitmain C will help, is this true?"
611,"I have a deviated septum, how can I get my normal smell back?"
612,How can I stop diarrhoea while pregnant?
612,How can I stop Diarrhoea? I am 8 weeks pregnant
612,How can I stop diarrhoea without using medicine?
612,What are the most effective ways to stop acute diarrhoea in children and adults?
612,How can I stop diarrhoea from a suspected bacterial infection?
612,What should I eat to stop Diarrhoea?
612,How can I stop Diarrhoea?
612,I have had diarrhoea for 3 months now. Is there any natural medicine or remedies to stop diarrhoea?
612,How can I stop chronic Diarrhoea?
612,How can I cure Diarrhoea?
612,"I have had diarrhoea for 2 days. I have tried drinking water, eating bananas and crackers. It seems to be getting worse. How can I stop Diarrhoea?"
612,How can I stop ongoing Diarrhoea that lasts several months?
612,How can I stop Diarrhoea naturally? I want to avoid medications/chemicals.
612,How can I stop frequent Diarrhoea?
612,I've had acute diarrhoea for the past week. What should I do to try and stop this?
612,How can I stop post-infectious functional Diarrhoea?
613,How can I stop travellers Diarrhoea?
613,How do you get rid of food poisoning?
613,How can I stop the diarrhoea which started 12 hours ago after I ate some under cooked chicken. The diarrhea is getting worse and I am also feeling very weak.
613,"How can I stop Diarrhoea? I have been experiencing frequent loose stools for the last few months. I've tried changing my diet and avoiding certain foods, but nothing seems to help. I'm also feeling very fatigued and weak, and I've lost a lot of weight. I'm worried that there might be something seriously wrong with me. What can I do to stop the diarrhoea and get my health back on track?"
613,How can I stop my diarrhea after eating Indian food?
613,How can I stop my diarrhea due to food poisoning?
613,How can I stop traveler's Diarrhoea?
613,What can I use to stop a diarrhea after using Antibiotic?
613,How can I treat my severe chronic diarrhea?
613,"What's the best way to stop my diarrhoea? I've tried a few different things, like eating bananas and rice, but nothing seems to be working. I'm also having a lot of stomach cramps, and I'm starting to get really dehydrated. Any advice would be appreciated!"
613,What is the first-line treatment to stop traveler's diarrhea?
613,How can I stop Diarrhoea from alcohol consumption?
613,How do you treat the symptoms of food poisoning?
613,I've had watery diarrhoea and vomiting every 4 hours or so for 36 hours now. How can I stop this?
613,"What home remedies can I take to stop diarrhea? My sister keeps telling me I can use activated charcoal, and I saw some recipes online for eating individual licorice and drinking ginger ale, I just want to make sure I am not making it worse before I see my doctor."
613,"How can I stop traveller's Diarrhoea, while avoiding medicine and/or chemicals?"
613,How do you deal with food poisoning?
613,What is the best way to cure food poisoning?
614,"How can I stop traveller's diarrhoea I got in Bali 4 months ago? I'm still taking Imodium, which helps, but the diarrhoea is still there. I'm avoiding gluten, dairy and sugar, as these seem to be the triggers for it. I saw my GP and he did a stool test, but it didn't show anything. Could it be parasites? What should I do next?"
614,"How can I stop Diarrhoea, I've been using Imodium for 3 days with no results?"
614,"I have tried OTC meds for a few days, but how can I stop Diarrhoea that isn't resolving?"
614,I have had diarrhoea 4 times this week. Should I take Imodium?
615,How can I reduce chronic constipation?
615,How do you stop bowel incontinence naturally?
615,How can I stop constipation?
615,"What is a common cause of constipation in someone who follows a balanced diet, gets lots of exercise, and drinks plenty of fluids?"
615,What is a common cause of constipation?
615,What are some ways to relieve constipation due to a build up of toxins in my body?
615,How can I prevent constipation?
615,What is a common treatment for constipation?
616,How can I stop an asthma attack?
616,What causes of asthma?
616,How do you deal with asthma attacks?
616,How do you deal with asthma?
617,I have diarrhea from cancer treatment (chemotherapy). How can I stop it?
618,"How can I stop my sons Diarrhoea? He has had it for over 1 week, but is otherwise well. It has been watery, green, sometimes a little bit of blood but it smells normal. He is eating a little less, drinking the same. He seems quite well in himself. He is a toddler."
618,"How can I stop my babies chronic diarrhoea? I am breastfeeding and he has had chronic runny poo since being born 4 months ago. The doctor just says it's normal, but it seems really watery and excessive to me. He is putting on weight fine."
618,How can I stop my toddler's diarrhea? He has had it for over a week. I've been giving him pepto bismol and pedialyte and avoiding dairy.
619,I've just finished a course of amoxicillin and I now have diarrhea - what can I do?
619,What does diarrhoea after antibiotics mean?
619,What are good methods for treating antibiotic-associated diarrhea?
619,I've been taking antibiotics for an ear infection and have had loose stools for three days. How can I stop the diarrhea?
619,What should I do if I have Diarrhoea from antibiotics?
619,How can I stop traveller's diarrhea when on antibiotics in remote area?
619,How can I stop diarrhoea caused by antibiotics?
619,How can I stop chronic diarrhoea caused by antibiotics?
620,How can I make my eyes less watery?
620,How do I stop my eyes from watering up?
621,How can I treat my acne?
621,What are alternative treatments for acne?
621,How do you get rid of back acne?
621,How do I get my acne away?
621,How do you get rid of eye acne?
622,"What can I do to treat diarrhoea at home? I am a adult individual and have had diarrhoea for the past 3 days. It is watery and yellow in colour. I have tried drinking lots of fluids, avoiding certain foods and taking over the counter medications but it is not getting any better. I am also experiencing some cramping and nausea. What can I do to treat this at home?"
622,"How can I stop Diarrhoea? I have been experiencing Diarrhoea for the last three weeks. It is loose and watery, but it has no blood. I don't have any other symptoms, like fever or nausea. I am 23 years old and individual."
623,I have traveller's diarrhoea and I don't want to go to the hospital. What can I do?
623,"I am about to board an international flight and I have diarrhoea, what can I do to prevent having an accident on the flight?"
623,How can I avoid travelers diarrhea?
624,"I have had diarrhoea on and off for months. What might be the cause of this? I am vegan, take probiotics and prebiotics and exercise frequently"
625,How can I treat diarrhea in an HIV positive patient who has low CD4 count?
626,What can cause persistent dry eye?
626,What is the major cause of dry eye syndrome?
627,"Ive had diarrhea for 4 days. Im drinking plenty of water and tea but it doesn't seem to be helping, will fasting help?"
628,How can I stop Diarrhoea due to my lactose intolerance?
629,How can I stop postinfectious IBS?
629,How do I cope with IBS?
630,"My kid got diarrhea while hiking, how do I stop this? I have tried feeding her saltine crackers and gingerale to settle her stomach."
631,How do you get rid of swollen throat at home?
631,How do you cure a sore throat quickly?
631,How can I relieve a sore throat?
631,Is a sore throat an emergency?
631,Why do I have a sore throat?
632,How can I treat acid reflux?
632,What is the best medication to take to control acid reflux?
632,How do you treat stomach acid?
632,What can I do for baby reflux?
633,How do you deal with anxiety?
633,What are 5 ways to help anxiety and stress?
633,What is the best way to deal with anxiety?
633,What are 5 natural remedies for anxiety?
633,What are alternative treatments for anxiety?
633,How can I stop anxiety?
633,What are 5 alternative treatments for anxiety?
634,How can I stop myself from being hungry?
635,How do you get rid of a baby cold?
635,How long does cold sore last?
635,What is the best method to get rid of a cold?
635,How can I get rid of a cold sore?
636,How can I stop Diarrea with an adult over 80 years old?
637,I have chronic diarrhoa. It's been going on for weeks. I've read that cinamon is helpful. Should I try this before going to a doctor?
638,Is there anything that should not be consumed with Diarrhoea?
638,What is a common cause of diarrhoea?
639,I am getting diarrhea since few days in between gaps of days. Also have cramps in stomach at times. What should I do?
640,How can I stop Diahrrea after taking Antiobiotics?
641,"I had a sudden episode of diarrhoea and nausea, I feel weak, what can I do?"
642,How can I get rid of a migraine?
642,What are alternative treatments for migraines?
642,What are alternative treatments for chronic migraine?
642,How do you treat a migraine headache?
643,How can I cure stomach infection in toddlers?
644,"I want to know about the medication Diamox, which is a type of pill, and how to get it. What are the advantages/disadvantages of using Diamox as medication?"
645,"How can I stop traveller's diarrhoea I got while on holiday in Bali? It's watery, no blood or mucus, 3-4 times per day, for the past 2 days."
646,"How can I stop Diarrhoea from a gluten-free, organic, paleo diet? I started this new diet two weeks ago but I am having a terrible bout of diarrhea ever since I started? What are my next steps?"
647,I want to stop my dog's chronic diarrhea. Any suggestions?
648,How do you deal with vomiting?
648,What can I take to stop nausea and vomiting?
649,What are common causes of diarhhea?
650,"I've had mild to moderate diarreah and constipation alternating for the past few months. It sometimes seems like I'm passing mucous. I took IBgard to calm my gut down, and the next day everything stopped working and my intestines hurt and I don't know what to do. Any suggestions?"
651,How can I stop coughing?
652,I have melasma which I've tried treating with sunscreen and kojic acid soap without improvement. Will chemical peels make it worse?
653,How do you get rid of dry skin?
653,How do I get my skin cleared up?
654,How do I treat a dry skin patch under my breast?
655,How do I make a small cut stop bleeding?
656,How do I get my skin pigment back from sun spots?
656,"How do I get my skin color back? I got darker after my vacation, how to get back to normal?"
656,How do I reduce the skin pigment on my privates?
656,I lost skin pigment due to burn/chemical reaction and would like to get back as close as possible. Any treatments or suggestions?
656,"I lost pigment in parts of my skin, especially around the mouth, how do I get it back? I've been putting aloe vera juice and drinking vitamin C tablets."
656,How do I get my skin pigment back from sun damage?
656,How do I get my skin pigment back after using topical steroids for eczema?
656,How do I get my skin pigment back without tanning or UV light exposure?
656,I was using glutathione pills and creams to lighten my skin but I have now decided I want my original color back. How do I get my skin pigment back?
656,How do I get my skin pigment back from the lichen sclerosus I'm suffering from?
656,How do I keep my skin pigment?
656,How do I get my skin pigment back after having a skin infection?
656,How do I get my skin pigment back?
656,I got a third degree burn in a cooking accident and I am now noticing that I have lost the pigment in the affected area of skin. How do I get my skin pigment back?
657,How do I get my sleep cycle back?
658,How do I get rid of a individual mark on my skin?
659,How do I get my skin pigment back in vitiligo after steroids?
659,"I have been suffering from a skin condition called vitiligo for the past 4 years. The individual patches have appeared on my face, hands, and feet. I have tried many different treatments, but none of them have worked. I am looking for a natural way to get my skin pigment back. Is there anything I can do to reverse the effects of vitiligo?"
659,"I have individual spots on my skin from vitiligo, how do I get my skin pigment back? I heard that celery juice might help?"
659,How do I get my skin pigment back due to Vitiligo?
659,"I have vitiligo on my arm, face, and back, is there any way to reverse the spots without a dermatologist or expensive treatment?"
659,I lost skin pigment 3-4 months ago (the dermatologist says I've got vitiligo) and want to try to get it back. Should I try to get it back by using UVB (311nm) light or with narrow band UVB light? What are the main differences of these approaches and which one would have a greater chance of success?
659,I have vitiligo. I've heard people take monobenzone to make their individual skin spots get the pigment back. Does this work? Is it safe?
660,How do you cure nappy rash fast?
660,How do I get rid of rashes?
660,What are some ways to treat prickly heat rash?
660,What's the best way to prevent prickly heat rash?
660,How do I prevent a rash from prickly heat?
660,What should be done to treat prickly heat rash?
660,How do I get rid of prickly heat rash?
660,How do I identify a rash?
660,How do I treat prickly heat rash?
660,What can you do to treat prickly heat rash quickly?
660,"I get skin rash when exposed to the sun, how to get rid of it?"
660,How do you get rid of itchy skin at home?
660,How do you get rid of hand rash?
660,How do you get rid of a rash from heat on babies at home?
661,I've had my skin pigment bleached after using an online DIY cream that promised to brighten dark spots. Is there a way to get my skin tone back to normal?
662,How do I get my hearing back?
663,How do I get rid of dandruff?
663,What is the best cure for dandruff?
664,How do I get my libido back?
665,How do I lose fat?
666,How do you get rid of yellow teeth at home?
666,What do I do if my teeth turn yellow?
667,"I am a individual caucasian individual, my skin has been getting darker over the past 6 months. It used to be a individual/pale colour but is now a yellow/brown colour. How can I restore my natural skin colour? I have had some blood tests done and they did not reveal anything abnormal."
668,"I am looking for a safe, inexpensive way to regain my skin's pigment after my psoriasis has caused large individual patches to appear. Any advice would be appreciated!"
669,How do I get back the 'V' shaped structure of my hair line after getting a hair transplant surgery?
670,I have dark circles under my eyes and would like to get my skin pigment back. Any suggestions on products I should try? I would like to try something natural.
671,How do I keep my teeth individual?
672,What happens if my baby loses her hearing in the womb?
673,How do I make sure my child gets enough nutrients for bone development?
674,I am concerned about a large pigmented area on the skin of my face. What type of medical professional should I see about this?
675,How can a physician know if someone has bipolar 2?
675,How do you know if your adult has bipolar disorder?
675,What are the first steps a professional will take if they suspect bipolar in a person they have evaluated for a different reason?
675,"If someone does not have an official diagnosis of bipolar disorder, what do they have if they have symptoms?"
675,How do you tell someone that they have bipolar disorder?
676,"How do u know if u have bipolar, since I saw someone online saying that mood changes caused by diet don't count, I guess that means that my mood changes due to being sensitive to gluten means I'm not bipolar?"
677,How do you know if you are having a manic or depressive episode due to bipolar disorder?
677,How do you treat bipolar II?
677,How does one go from having an episode of bipolar disorder to the maintenance phase?
677,What to do if you are experiencing bipolar episodes?
677,How do u know if you have bipolar II?
677,How do you get bipolar?
677,How do u know if you have a bipolar manic phase?
677,What can you do if you have a bipolar disorder?
677,How do I treat my Bipolar?
677,How do u know if u have bipolar?
677,How do you prevent getting bipolar?
677,When do u know if u have bipolar?
677,What can I do if I have bipolar and I'm not feeling better?
678,How do u know if u have autism?
678,How do I know I have autism?
679,What can you do to get through bipolar depression and hypomania if you don't have access to mental health treatment?
680,How do you know if you have bipolar as a teenager?
680,How do u know if u have bipolar 3?
680,Is there a test for Bipolar Disorder?
680,How do I know I have Bipolar Type 1?
680,How do u know if u have bipolar if ur an adolescent?
680,"How do u know if u have rapid cycling bipolar? I keep track of my moods on a calendar because my doctor told me to, and she thinks I have rapid cycling bipolar. But I can't tell if I'm manic or depressed most of the time, so it's hard to know what's going on with me."
680,How can one know if they have Bipolar Affective Disorder 1/2/cyclothymic?
680,How do u know if u have bipolar and not ADHD?
680,"How do you know if your bipolar 1 or 2? I can't afford to go to a Dr, can you tell me online?"
680,How do u know if u have bipolar or just being dramatic?
680,How do u know if u have bipolar 1 or bipolar 2?
680,"How do u know if u have bipolar, but u refuse to take any medication or see a doctor or therapist because they are all stupid?"
680,How do u know if you have bipolar 1 vs bipolar 2?
680,Can a regular doctor tell if u have bipolar?
680,How do I know if I have Bipolar II?
680,How do u know if u have bipolar when your mood changes so often you think it might just be a sign of being human?
681,I was diagnosed with bipolar 2 and was wondering if a manic episode can last up to a year
682,How do I know if I have an anxiety disorder?
682,What triggers anxiety?
682,How do u know if u have anxiety?
683,"I want to know if I have bipolar, I am having extreme mood swings and don't know where to begin? What should I do to find out if I'm bipolar?"
683,"How do u know if u have bipolar, but are high functioning and your swings aren't severe enough to cause trouble at work/home?"
684,How do I know if I'm bipolar/have rapid cycling if I don't experience full mania? I go from severe depression to hypomania several times a week and the depression can last days/weeks/months. I've tried a bunch of antidepressants to no avail (except for Wellbutrin). I do a lot of risky things when I'm hypomanic and the next day I feel very depressed/regretful. Also I can become easily irritated/agitated and feel really wired. The upswings usually last only a day or so at a time.
684,"How do I know if I have manic-depression? It started off where one month I was really productive and had alot of energy and felt happy and good about myself but then that turned to anxiety and then panic attacks and now I am back to having alot of energy and sleeping only 3 hours a night but i'm so anxious and can't concentrate, does this sound like bipolar?"
684,"I think I am bipolar but how do I know for sure? I have days where I can barely get out of bed and then the next I will start 4 different projects. I also go on spending sprees, but then won't spend a penny the next. It is ruining my life!"
685,How do u know if u have depression?
685,What are the signs of postpartum depression?
685,How do u know if u have postpartum depression?
685,How do u know if you have postpartum bipolar?
686,What's the difference between being depressed and having bipolar?
687,How do u know if u have bipolar? Is it normal to not sleep for days?
688,"I need a good diet,what kind of diet do people with bipolar take?"
689,How do u know if you have schizophrenia?
689,What are the five early signs of schizophrenia?
689,How do u know if u have schizophrenia?
689,What are 3 warning signs of schizophrenia?
689,How do I know if I have schizophrenia?
690,How do you treat Bipolar with Lamotrigine?
691,"I have high energy, a racing mind, little need for sleep, grandiosity, impulsive behaviors like drugs or gambling and spending money- my friends call me bipolar, am I?"
692,How do you know if your cat has a heart murmur?
692,How do you detect endocarditis that presents without heart murmurs?
693,What is it like to date a person with bipolar disorder?
694,How do you treat bipolar disorder in a child who is only 7?
695,How do u know if u have HIV/AIDS?
696,"How do you know if you are bipolar, manic depressive? I am having severe mood swings, high energy, racing thoughts. My partner of 22 years does not understand and says it must be something wrong with my hormones."
696,How do u know if u have bipolar and it is not just your teenage kid going through hormone changes?
697,"How do u know if you are becoming bipolar? I used to be so outgoing and happy but after having a baby, I feel depressed and have no interest in doing things I used to enjoy. I am also very irritable and have had explosive arguments with my spouse. I sometimes feel like I could hurt myself or others. Is this normal or could it be bipolar?"
698,How do u know if u have borderline personality?
699,How do you know you've had an epileptic fit?
700,How do u know if u have a UTI?
700,How do you get rid of a UTI?
700,What are the signs that someone has a urinary tract infection?
701,My friend was just diagnosed with bipolar disorder but i dont believe it. How can i know if its really true and how should i approach this?
701,How do I tell if my friend has bipolar disorder?
702,"I have bipolar type 2, I was diagnosed 4 years ago, now I'm pregnant, can this affect the baby's health?"
703,How do I know if I have diabetes?
703,How do u know if u have diabetes?
703,What are the first signs of diabetes in adults?
703,Will you tell me about pre diabetic symptoms?
703,What are the early signs of diabetes?
703,What are the symptoms of gestational diabetes?
703,What are the first signs of diabetes?
703,How do you know if u have diabetes?
704,What are the 9 symptoms of ADHD?
704,What are the 3 main symptoms of ADHD?
704,How do u know if u have ADHD?
705,What if you have to have a pap smear and are on your period?
706,What happens if you do not take your blood pressure pills?
707,How do I know if I'm bipolar if I am constantly changing my feelings about things?
708,What is the cause of rapid cycling bipolar disorder?
708,What is Bipolar disorder?
708,How bipolar is caused?
708,What is bipolar disease?
708,What is rapid cycling bipolar?
709,How do u know if u have bipolar if it is hard to remember your childhood because of repression and if you're on medication for depression already so can't tell your moods apart easily?
710,What is a manic episode?
711,"How do you differentiate Bipolar type I and II, versus cyclothymia?"
712,"When it comes to ADHD and bipolar disorder, what are some good strategies for avoiding a misdiagnosis or delayed diagnosis?"
712,What is the most common mistake made in diagnosing bipolar disorder?
713,"How do u know if u have bipolar or mood swings? My boyfriend says I'm moody because he always comes over and I'm watching my shows and ignore him, but if he surprises me when I'm on my period and not expecting him it's just too much sometimes and I'll yell at him to leave!"
714,"I am always worried that I will make my bipolar 2 disorder worse - I often feel very down and have no motivation to do anything, even the small things that would make me feel better. But I know if I can start, it will help. I feel like if I let my moods spiral, I will do something drastic and end up needing medical help, which will be scary and a lot of work to get back to a good place. I am so afraid of doing things that could worsen my mental health and set myself back, so I often avoid making decisions or doing anything at all, which can also be harmful. I am constantly second guessing myself and trying to figure out what is the 'right' thing to do, which is exhausting and can make my anxiety worse. Is there any way to break out of this cycle and stop worrying about making things worse?"
715,How do u know if u have an STD?
716,What is bipolar spectrum disorder?
716,What kind of personality disorders have traits of bipolar?
717,What are the warning signs of pneumonia in children?
717,How do u know if u have pneumonia?
717,How do you detect pneumonia?
717,What are the first warning signs of pneumonia?
718,How do u know if u have bi polar 2 disorder?
718,What are the symptoms of having bipolar 1 disorder?
719,How do you know if you've experienced domestic violence?
720,How do u know if you have asthma?
721,How do u know if u have ADD?
722,"I feel constantly down and miserable, how can i tell if I am clinically depressed, bipolar, or just have seasonal affective disorder (SAD)?"
723,When can you diagnose bipolar I disorder in someone under the age of 18?
724,"How do you know if you have bipolar 1 disorder or 2, I am experiencing mood swings, i have been feeling more down then usual but no where near as bad as when I was 14 years old, where I used to be suicidal (i am no longer suicidal). I think im going through a phase and I just wanted to check in just incase. My friend recommended I look in to seeing someone and so I started looking into the differences of bipolar, does anyone have advice on whether its worth seeing a doctor?"
725,I was told I have bipolar disorder 2 because I sometimes feel depressed and hypomanic. Does this mean I have it?
726,How do u know if u have mono?
727,How do u know if you have bipolar if the symptoms are caused by a vitamin deficiency?
728,How do you differentiate mixed mania from agitated depression in bipolar disorder?
729,Why might you have symptoms of hypomania following a mild traumatic brain injury?
730,"What should you do in case someone is choking, but the heimlich maneuver fails to resolve the issue?"
730,How do you deal with severe choking while alone? I've heard you should press your upper abdomen against the edge of a counter/sink and thrust to dislodge food. Is there any truth to this?
730,How do you deal with choking when alone?
730,How do you deal with an unconscious person choking?
730,How do you deal with severe choking?
730,How do you do the heimlich maneuver on yourself?
730,How do you deal with choking?
730,How do you deal with choking when the individual becomes unconscious and falls to the floor?
730,What do you do when someone is choking and loses consiousness?
730,How do you deal with choking when a baby is choking?
730,How do you avoid choking while eating?
730,What are the steps to help a adult who is choking?
730,How do you deal with choking when you are by yourself and can't get the heimlich maneuver done on you?
730,How do you deal with choking while in a wheelchair?
731,"How do you deal with chronic throat irritation from acid reflux disease (laryngopharyngeal reflux, LPR) that makes me feel like I'm choking all the time?"
732,How do you deal with choking on a grape in an infant?
732,How do you deal with infant choking?
732,How do you help a person choking on food?
732,How do you deal with someone choking while they're pregnant?
732,How do you deal with choking in pregnancy?
732,How do you deal with a choking infant?
732,How do you deal with choking in a pregnant individual?
733,"In a restaurant, a customer is observed choking by their partner. A first aider attempts back slaps but is unable to dislodge the blockage, and the person is becoming cyanosed and making clutching hand motions to their neck. What should be done next?"
734,What do you do for an adult choking with a foreign body if back blows and abdominal thrusts fail?
734,What should a health professional do if someone who is choking loses consciousness?
734,What first aid steps should you take if a choking victim is unresponsive?
734,What can be used to manage a choking person who has lost consciousness before paramedics arrive?
734,How do you treat someone who's having a heart attack (and they're not choking)?
735,"I'm 8 months pregnant, how do I do the heimlich maneuver on myself?"
736,How do you stop choking on smoke?
737,How do you deal with crying/gagging when taking an impression of your teeth for a mouth guard/splint/retainer at the dentist?
738,How do I stop snoring?
738,What is the main cause of snoring?
738,Is it normal to snore every night?
738,How do you deal with snoring?
739,"I am eating at a restaurant with some friends and notice someone is choking on their food. They look panicked, their face is bright red, and they can't speak. What is the next thing I should do to help them?"
740,How long does a blocked nose last?
740,How do you deal with foreign bodies in the nose?
740,How do you deal with a blocked nose?
740,How do I unblock my nose at night?
741,What are 3 causes of hiccups?
741,How do you deal with hiccups?
741,How do I stop my hiccups?
742,"What do I do if my husband's been choked out? My husband does martial arts, and got choked out by someone else today at the dojo while I was watching. It took him about 10-20 seconds to recover and wake up, but he didn't want to go to the hospital or the doctor. What should I be keeping an eye out for or doing if anything is wrong?"
743,"How do you deal with choking in the case that someone who needs help has a large belly, so it's hard to get behind them?"
744,How serious is a seizure?
744,What do u do for a seizure?
744,What do you do if someone is having a seizure?
744,What do you do for a concussive seizure?
745,My 2 month old baby is choking on his milk while I am feeding him. What should I do?
746,How do you deal with choking on a fish bone?
747,"How do you deal with choking on alternative food supplements, like charcoal, essential oils, and ground coffee beans?"
748,How do you treat anxiety after choking?
749,How do you deal with panicing?
750,How do you deal with choking on a pill if you're by yourself and you can't reach a phone to call 911?
751,What's the difference between choking on food or liquid vs choking from an external source (ex: foreign body)?
752,"How do you deal with chocking, without hitting the person on the back? I read it's dangerous."
753,How do you deal with choking on hot dogs?
754,How do you deal with a baby with croup?
755,What can you do to treat panic attacks?
756,How do you deal with carpal tunnel?
756,What is the best cure for carpal tunnel syndrome?
756,What causes carpal tunnel syndrome?
757,How do you deal with cold feet?
757,How do you get rid of 'hot feet' at home?
757,What do cold feet indicate?
758,"I accidentally choked on water the other day when my roommate and I were trying this thing that went viral on tiktok to clear your lungs, by coughing up water until nothing came out. It was so hard to breathe! Anyway, what is the heimlich maneuver, I'm reading stuff about it online."
759,What are the steps of CPR?
760,How do you treat an earache?
760,How do you get rid of an ear infection?
760,How do you relieve an earache?
760,How can ear wax be a cause of ear pain?
760,"What causes ear pain, and how to treat it?"
760,When can you treat ear pain on your own?
760,What to do for sore ears due to sinus?
760,How do you treat a painful rash in your ear at home?
761,How do you deal with stress?
762,What causes shortness of breath after running?
763,A baby girl was delivered 3 days ago. The child began gasping and choking while breastfeeding her mother. Which is the appropriate action?
764,How do you deal with a suspected neck injury?
764,What to do if your neck hurts and is stiff?
764,When a stiff neck is serious?
765,"If the back blow doesn't dislodge the item causing choking, what should you do next?"
766,How do you manage acute airway obstruction in the field?
767,I am 9 years old and my sister is choking. She says she can't breath and is making high pitch noises. How do I save her life before my parents get home?
768,How do you deal with an eating disorder?
769,What first aid can a lone rescuer provide for choking?
770,How do you develop endocarditis?
770,How do you manage endocarditis?
770,How do you cure endocarditis?
770,How do you prevent endocarditis?
